Sample.Name,Pop,Cluster,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25
TMA-ZAIN-G-112,MBC,,0.017,0.094,0.011,0.039,0.016,0.005,0.01,0.009,0.006,0.19,0.018,0.003,0.006,0.008,0.006,0.009,0.072,0.031,0.162,0.12,0.005,0.009,0.069,0.077,
TMA-ZAIN-G-113,MBC,,0.01,0.026,0.011,0.141,0.026,0.022,0.024,0.093,0.032,0.053,0.053,0.025,0.011,0.116,0.017,0.012,0.027,0.023,0.079,0.025,0.031,0.023,0.042,0.068,
TMA-ZAIN-G-114,MBC,,0.005,0.036,0.014,0.014,0.004,0.006,0.003,0.015,0.011,0.016,0.04,0.005,0.008,0.003,0.007,0.018,0.007,0.178,0.139,0.004,0.006,0.007,0.013,0.434,
TMA-ZAIN-G-115,MBC,,0.007,0.009,0.003,0.005,0.004,0.003,0.004,0.003,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.004,0.004,0.014,0.012,0.006,0.003,0.004,0.004,0.878,
TMA-ZAIN-G-116,MBC,,0.005,0.009,0.004,0.008,0.004,0.004,0.004,0.004,0.004,0.01,0.007,0.007,0.004,0.004,0.003,0.005,0.005,0.204,0.103,0.007,0.005,0.005,0.007,0.574,
TMA-ZAIN-G-117,MBC,,0.002,0.002,0.005,0.003,0.002,0.005,0.004,0.005,0.005,0.883,0.005,0.003,0.007,0.004,0.005,0.004,0.01,0.003,0.003,0.003,0.004,0.005,0.02,0.003,
TMA-ZAIN-G-118,MBC,,0.003,0.003,0.02,0.004,0.005,0.026,0.017,0.025,0.021,0.623,0.022,0.027,0.024,0.012,0.058,0.016,0.015,0.004,0.004,0.005,0.022,0.011,0.01,0.003,
TMA-ZAIN-G-119,MBC,,0.002,0.002,0.006,0.004,0.003,0.005,0.004,0.007,0.005,0.855,0.004,0.004,0.005,0.005,0.006,0.004,0.011,0.003,0.003,0.003,0.004,0.005,0.042,0.003,
TMA-ZAIN-G-120,MBC,,0.011,0.009,0.011,0.006,0.011,0.006,0.006,0.005,0.006,0.816,0.005,0.003,0.007,0.004,0.008,0.004,0.012,0.007,0.009,0.009,0.005,0.005,0.024,0.008,
TMA-ZAIN-G-121,MBC,,0.003,0.003,0.007,0.005,0.005,0.006,0.006,0.007,0.006,0.845,0.004,0.01,0.006,0.006,0.006,0.005,0.01,0.004,0.003,0.004,0.005,0.007,0.024,0.003,
TMA-ZAIN-G-122,MBC,,0.002,0.003,0.005,0.004,0.003,0.008,0.011,0.005,0.009,0.861,0.005,0.005,0.009,0.007,0.014,0.005,0.007,0.003,0.003,0.003,0.007,0.007,0.007,0.003,
TMA-ZAIN-G-123,MBC,,0.006,0.004,0.006,0.004,0.004,0.024,0.027,0.007,0.052,0.008,0.004,0.006,0.703,0.007,0.01,0.009,0.012,0.004,0.003,0.005,0.028,0.014,0.009,0.003,
TMA-ZAIN-G-124,MBC,,0.004,0.009,0.004,0.01,0.006,0.003,0.004,0.004,0.003,0.005,0.004,0.005,0.004,0.003,0.003,0.004,0.004,0.873,0.006,0.008,0.004,0.004,0.004,0.017,
TMA-ZAIN-G-125,MBC,,0.002,0.003,0.003,0.004,0.004,0.867,0.006,0.006,0.007,0.006,0.003,0.006,0.006,0.02,0.003,0.003,0.004,0.006,0.003,0.004,0.009,0.011,0.006,0.003,
TMA-ZAIN-G-126,MBC,,0.002,0.002,0.005,0.002,0.003,0.848,0.004,0.005,0.005,0.005,0.027,0.008,0.004,0.007,0.013,0.023,0.004,0.002,0.004,0.003,0.007,0.006,0.006,0.002,
TMA-ZAIN-G-127,MBC,,0.002,0.002,0.004,0.004,0.003,0.861,0.003,0.006,0.005,0.005,0.007,0.012,0.006,0.014,0.003,0.005,0.006,0.003,0.003,0.004,0.009,0.013,0.011,0.003,
TMA-ZAIN-G-128,MBC,,0.003,0.002,0.003,0.003,0.003,0.841,0.004,0.01,0.009,0.004,0.003,0.006,0.008,0.028,0.004,0.003,0.008,0.003,0.002,0.003,0.015,0.018,0.01,0.002,
TMA-ZAIN-G-129,MBC,,0.003,0.003,0.004,0.003,0.003,0.842,0.01,0.006,0.013,0.01,0.004,0.005,0.016,0.009,0.011,0.004,0.008,0.004,0.003,0.003,0.015,0.008,0.007,0.003,
TMA-ZAIN-G-130,MBC,,0.002,0.003,0.004,0.005,0.003,0.86,0.005,0.005,0.01,0.009,0.004,0.007,0.006,0.01,0.004,0.004,0.005,0.009,0.003,0.004,0.006,0.019,0.005,0.003,
TMA-ZAIN-G-131,MBC,,0.002,0.003,0.004,0.004,0.003,0.867,0.004,0.004,0.004,0.007,0.017,0.014,0.005,0.006,0.004,0.011,0.004,0.004,0.004,0.004,0.004,0.006,0.008,0.003,
TMA-ZAIN-G-132,MBC,,0.002,0.003,0.003,0.004,0.004,0.877,0.006,0.005,0.006,0.005,0.004,0.007,0.005,0.012,0.004,0.003,0.005,0.004,0.003,0.005,0.011,0.009,0.005,0.003,
TMA-ZAIN-G-133,MBC,,0.002,0.003,0.006,0.003,0.003,0.775,0.009,0.008,0.016,0.014,0.015,0.007,0.017,0.012,0.016,0.013,0.009,0.003,0.004,0.003,0.037,0.012,0.006,0.003,
TMA-ZAIN-G-134,MBC,,0.01,0.004,0.023,0.003,0.013,0.021,0.022,0.008,0.008,0.015,0.019,0.086,0.008,0.118,0.059,0.012,0.009,0.003,0.004,0.007,0.028,0.473,0.019,0.003,
TMA-ZAIN-G-135,MBC,,0.005,0.003,0.011,0.003,0.005,0.076,0.005,0.005,0.008,0.006,0.011,0.096,0.013,0.01,0.024,0.015,0.004,0.003,0.003,0.004,0.028,0.625,0.019,0.003,
TMA-ZAIN-G-136,MBC,,0.004,0.002,0.007,0.003,0.003,0.007,0.003,0.008,0.009,0.006,0.003,0.004,0.007,0.005,0.006,0.003,0.007,0.003,0.002,0.002,0.007,0.866,0.023,0.003,
TMA-ZAIN-G-137,MBC,,0.006,0.004,0.014,0.003,0.004,0.014,0.009,0.006,0.044,0.017,0.007,0.005,0.017,0.01,0.203,0.02,0.035,0.004,0.004,0.003,0.006,0.539,0.017,0.003,
TMA-ZAIN-G-138,MBC,,0.011,0.003,0.013,0.004,0.007,0.012,0.004,0.013,0.011,0.012,0.005,0.004,0.01,0.007,0.005,0.004,0.007,0.005,0.004,0.004,0.008,0.274,0.553,0.005,
TMA-ZAIN-G-139,MBC,,0.002,0.002,0.007,0.003,0.003,0.07,0.004,0.016,0.025,0.017,0.011,0.009,0.009,0.013,0.007,0.008,0.029,0.004,0.003,0.003,0.013,0.681,0.053,0.004,
TMA-ZAIN-G-140,MBC,,0.004,0.002,0.016,0.003,0.003,0.048,0.003,0.01,0.01,0.038,0.023,0.006,0.013,0.008,0.007,0.017,0.019,0.004,0.004,0.002,0.009,0.672,0.072,0.004,
TMA-ZAIN-G-141,MBC,,0.004,0.004,0.007,0.004,0.003,0.017,0.013,0.143,0.08,0.014,0.004,0.006,0.031,0.022,0.008,0.003,0.252,0.004,0.003,0.004,0.037,0.287,0.042,0.003,
TMA-ZAIN-G-142,MBC,,0.003,0.003,0.018,0.007,0.005,0.036,0.008,0.511,0.075,0.02,0.006,0.019,0.024,0.011,0.006,0.005,0.038,0.008,0.004,0.005,0.035,0.116,0.023,0.005,
TMA-ZAIN-G-143,MBC,,0.003,0.003,0.01,0.003,0.003,0.01,0.009,0.341,0.09,0.023,0.005,0.005,0.02,0.016,0.012,0.004,0.268,0.003,0.004,0.003,0.025,0.089,0.043,0.003,
TMA-ZAIN-G-144,MBC,,0.002,0.003,0.011,0.004,0.003,0.05,0.012,0.042,0.086,0.028,0.005,0.007,0.082,0.011,0.01,0.005,0.066,0.005,0.004,0.004,0.125,0.38,0.045,0.003,
TMA-ZAIN-G-145,MBC,,0.006,0.004,0.005,0.004,0.008,0.04,0.024,0.008,0.031,0.025,0.016,0.009,0.014,0.056,0.005,0.013,0.212,0.003,0.006,0.007,0.044,0.326,0.119,0.003,
TMA-ZAIN-G-146,MBC,,0.002,0.002,0.031,0.003,0.003,0.029,0.006,0.046,0.069,0.074,0.027,0.005,0.031,0.01,0.227,0.012,0.038,0.002,0.005,0.003,0.039,0.023,0.307,0.003,
TMA-ZAIN-G-147,MBC,,0.003,0.002,0.012,0.003,0.003,0.004,0.003,0.585,0.313,0.005,0.003,0.004,0.004,0.004,0.004,0.003,0.014,0.003,0.002,0.002,0.005,0.01,0.006,0.002,
TMA-ZAIN-G-148,MBC,,0.003,0.003,0.008,0.003,0.003,0.005,0.004,0.216,0.663,0.007,0.004,0.004,0.007,0.007,0.007,0.003,0.009,0.003,0.003,0.003,0.009,0.013,0.008,0.003,
TMA-ZAIN-G-149,MBC,,0.003,0.003,0.008,0.003,0.004,0.017,0.003,0.401,0.348,0.004,0.029,0.046,0.004,0.019,0.003,0.013,0.015,0.003,0.002,0.003,0.02,0.041,0.005,0.002,
TMA-ZAIN-G-150,MBC,,0.004,0.01,0.01,0.017,0.008,0.024,0.009,0.107,0.368,0.007,0.032,0.017,0.013,0.017,0.005,0.021,0.015,0.012,0.007,0.004,0.031,0.227,0.009,0.01,
TMA-ZAIN-G-151,MBC,,0.003,0.009,0.017,0.033,0.008,0.012,0.009,0.013,0.432,0.033,0.021,0.011,0.011,0.007,0.07,0.044,0.024,0.008,0.007,0.003,0.014,0.162,0.032,0.007,
TMA-ZAIN-G-152,MBC,,0.003,0.002,0.005,0.003,0.002,0.005,0.003,0.005,0.005,0.077,0.004,0.011,0.04,0.047,0.006,0.004,0.038,0.004,0.004,0.003,0.151,0.005,0.568,0.003,
TMA-ZAIN-G-153,MBC,,0.003,0.002,0.004,0.004,0.003,0.006,0.004,0.008,0.006,0.173,0.004,0.015,0.011,0.011,0.005,0.005,0.101,0.007,0.005,0.003,0.025,0.006,0.583,0.003,
TMA-ZAIN-G-154,MBC,,0.002,0.002,0.013,0.005,0.003,0.022,0.004,0.019,0.017,0.043,0.011,0.023,0.01,0.061,0.014,0.009,0.143,0.003,0.003,0.003,0.087,0.138,0.358,0.003,
TMA-ZAIN-G-155,MBC,,0.002,0.002,0.004,0.003,0.002,0.006,0.003,0.007,0.005,0.021,0.004,0.004,0.005,0.006,0.003,0.003,0.059,0.002,0.003,0.003,0.005,0.005,0.836,0.002,
TMA-ZAIN-G-156,MBC,,0.003,0.003,0.006,0.005,0.003,0.011,0.005,0.013,0.013,0.016,0.003,0.006,0.005,0.009,0.006,0.003,0.011,0.005,0.003,0.004,0.009,0.067,0.782,0.003,
TMA-ZAIN-G-157,MBC,,0.003,0.002,0.004,0.005,0.004,0.023,0.003,0.012,0.007,0.023,0.015,0.061,0.007,0.037,0.003,0.007,0.101,0.007,0.004,0.004,0.057,0.025,0.576,0.004,
TMA-ZAIN-G-158,MBC,,0.003,0.003,0.008,0.007,0.003,0.013,0.004,0.04,0.015,0.018,0.006,0.092,0.008,0.036,0.006,0.005,0.095,0.006,0.003,0.004,0.077,0.206,0.338,0.003,
TMA-ZAIN-G-159,MBC,,0.003,0.003,0.01,0.003,0.005,0.007,0.005,0.032,0.012,0.026,0.006,0.004,0.005,0.014,0.004,0.004,0.639,0.003,0.004,0.004,0.007,0.009,0.184,0.003,
TMA-ZAIN-G-160,MBC,,0.002,0.002,0.125,0.004,0.003,0.01,0.003,0.166,0.048,0.023,0.006,0.004,0.009,0.005,0.012,0.004,0.095,0.004,0.004,0.003,0.006,0.071,0.383,0.004,
TMA-ZAIN-G-161,MBC,,0.002,0.002,0.137,0.004,0.003,0.006,0.003,0.056,0.027,0.332,0.007,0.004,0.006,0.004,0.023,0.006,0.062,0.004,0.004,0.003,0.004,0.038,0.256,0.003,
TMA-ZAIN-G-162,MBC,,0.003,0.002,0.011,0.003,0.005,0.07,0.006,0.028,0.035,0.029,0.027,0.013,0.012,0.023,0.007,0.013,0.117,0.003,0.004,0.003,0.086,0.28,0.213,0.003,
TMA-ZAIN-G-163,MBC,,0.004,0.009,0.005,0.013,0.005,0.004,0.005,0.005,0.006,0.007,0.008,0.003,0.005,0.007,0.004,0.007,0.012,0.007,0.01,0.003,0.007,0.006,0.841,0.011,
TMA-ZAIN-G-164,MBC,,0.002,0.002,0.006,0.003,0.002,0.005,0.003,0.014,0.007,0.014,0.003,0.002,0.006,0.005,0.004,0.003,0.093,0.003,0.003,0.002,0.005,0.017,0.79,0.003,
TMA-ZAIN-G-165,MBC,,0.004,0.003,0.006,0.005,0.003,0.015,0.007,0.019,0.024,0.05,0.004,0.005,0.015,0.006,0.006,0.007,0.363,0.004,0.005,0.004,0.007,0.023,0.399,0.005,
TMA-ZAIN-G-166,MBC,,0.002,0.002,0.009,0.004,0.003,0.011,0.004,0.031,0.032,0.096,0.004,0.004,0.012,0.009,0.007,0.003,0.2,0.005,0.003,0.003,0.01,0.082,0.456,0.004,
TMA-ZAIN-G-167,MBC,,0.003,0.002,0.019,0.003,0.003,0.037,0.004,0.119,0.133,0.065,0.023,0.006,0.02,0.018,0.011,0.007,0.063,0.003,0.005,0.003,0.03,0.037,0.379,0.003,
TMA-ZAIN-G-168,MBC,,0.004,0.005,0.054,0.005,0.006,0.011,0.01,0.4,0.086,0.027,0.005,0.007,0.008,0.025,0.004,0.004,0.092,0.009,0.005,0.008,0.01,0.194,0.012,0.004,
TMA-ZAIN-G-169,MBC,,0.003,0.003,0.015,0.005,0.004,0.005,0.005,0.819,0.012,0.012,0.005,0.023,0.007,0.005,0.005,0.006,0.015,0.011,0.004,0.005,0.012,0.007,0.004,0.003,
TMA-ZAIN-G-170,MBC,,0.002,0.002,0.007,0.003,0.002,0.005,0.004,0.882,0.009,0.01,0.004,0.004,0.006,0.004,0.016,0.004,0.008,0.003,0.003,0.002,0.004,0.005,0.006,0.002,
TMA-ZAIN-G-171,MBC,,0.009,0.007,0.014,0.008,0.015,0.026,0.006,0.453,0.029,0.016,0.004,0.041,0.018,0.026,0.011,0.003,0.015,0.068,0.01,0.028,0.083,0.061,0.03,0.013,
TMA-ZAIN-G-172,MBC,,0.002,0.002,0.008,0.003,0.002,0.003,0.003,0.896,0.011,0.008,0.003,0.003,0.004,0.003,0.007,0.003,0.009,0.003,0.002,0.003,0.004,0.007,0.004,0.002,
TMA-ZAIN-G-173,MBC,,0.004,0.003,0.008,0.003,0.005,0.021,0.005,0.524,0.027,0.005,0.004,0.016,0.007,0.205,0.004,0.003,0.057,0.004,0.003,0.008,0.033,0.034,0.009,0.002,
TMA-ZAIN-G-174,MBC,,0.004,0.003,0.012,0.004,0.005,0.038,0.011,0.22,0.029,0.009,0.006,0.021,0.01,0.325,0.007,0.005,0.066,0.004,0.004,0.01,0.105,0.082,0.009,0.003,
TMA-ZAIN-G-175,MBC,,0.003,0.002,0.016,0.003,0.003,0.27,0.005,0.063,0.243,0.049,0.01,0.004,0.029,0.063,0.038,0.007,0.04,0.003,0.004,0.003,0.063,0.039,0.033,0.003,
TMA-ZAIN-G-176,MBC,,0.002,0.003,0.013,0.003,0.003,0.004,0.004,0.807,0.071,0.007,0.003,0.003,0.005,0.004,0.005,0.003,0.032,0.003,0.003,0.003,0.005,0.006,0.005,0.002,
TMA-ZAIN-G-177,MBC,,0.002,0.002,0.009,0.003,0.002,0.004,0.003,0.819,0.073,0.005,0.003,0.003,0.004,0.004,0.004,0.003,0.025,0.003,0.002,0.003,0.004,0.007,0.005,0.002,
TMA-ZAIN-G-178,MBC,,0.003,0.002,0.006,0.003,0.003,0.003,0.003,0.786,0.066,0.004,0.003,0.012,0.004,0.008,0.003,0.002,0.045,0.004,0.003,0.003,0.013,0.009,0.005,0.002,
TMA-ZAIN-G-179,MBC,,0.005,0.003,0.016,0.004,0.006,0.008,0.008,0.209,0.058,0.013,0.006,0.036,0.01,0.107,0.004,0.003,0.135,0.014,0.005,0.007,0.191,0.134,0.011,0.003,
TMA-ZAIN-G-180,MBC,,0.003,0.002,0.008,0.003,0.003,0.008,0.005,0.559,0.135,0.007,0.005,0.015,0.012,0.019,0.007,0.004,0.073,0.004,0.004,0.004,0.091,0.011,0.012,0.002,
TMA-ZAIN-G-181,MBC,,0.009,0.004,0.004,0.004,0.006,0.306,0.018,0.016,0.069,0.016,0.005,0.031,0.043,0.189,0.078,0.014,0.027,0.003,0.004,0.005,0.033,0.076,0.014,0.004,
TMA-ZAIN-G-182,MBC,,0.003,0.002,0.01,0.004,0.004,0.014,0.004,0.007,0.009,0.018,0.007,0.13,0.007,0.585,0.005,0.004,0.008,0.007,0.004,0.004,0.065,0.026,0.065,0.005,
TMA-ZAIN-G-183,MBC,,0.003,0.003,0.004,0.005,0.004,0.245,0.005,0.013,0.024,0.01,0.008,0.141,0.011,0.092,0.003,0.004,0.01,0.016,0.004,0.005,0.212,0.144,0.025,0.004,
TMA-ZAIN-G-184,MBC,,0.003,0.002,0.005,0.004,0.004,0.007,0.004,0.009,0.008,0.018,0.005,0.065,0.047,0.726,0.004,0.003,0.007,0.006,0.003,0.004,0.035,0.013,0.011,0.003,
TMA-ZAIN-G-185,MBC,,0.004,0.009,0.008,0.013,0.007,0.012,0.006,0.011,0.01,0.037,0.02,0.015,0.006,0.692,0.006,0.009,0.012,0.014,0.01,0.005,0.008,0.029,0.028,0.015,
TMA-ZAIN-G-186,MBC,,0.004,0.01,0.005,0.009,0.006,0.018,0.017,0.005,0.008,0.007,0.023,0.004,0.006,0.771,0.004,0.011,0.009,0.007,0.01,0.004,0.015,0.022,0.009,0.008,
TMA-ZAIN-G-187,MBC,,0.004,0.004,0.007,0.004,0.004,0.033,0.009,0.007,0.007,0.008,0.006,0.004,0.005,0.821,0.005,0.004,0.014,0.003,0.004,0.007,0.009,0.012,0.011,0.003,
TMA-ZAIN-G-188,MBC,,0.003,0.003,0.058,0.004,0.005,0.025,0.006,0.007,0.011,0.008,0.003,0.015,0.008,0.438,0.014,0.003,0.007,0.008,0.004,0.006,0.199,0.114,0.044,0.003,
TMA-ZAIN-G-189,MBC,,0.002,0.003,0.096,0.003,0.003,0.041,0.005,0.004,0.008,0.01,0.005,0.007,0.155,0.375,0.02,0.004,0.005,0.005,0.003,0.004,0.167,0.047,0.019,0.002,
TMA-ZAIN-G-190,MBC,,0.003,0.002,0.004,0.002,0.003,0.008,0.003,0.005,0.006,0.004,0.003,0.004,0.004,0.907,0.005,0.002,0.005,0.002,0.002,0.003,0.006,0.006,0.006,0.002,
TMA-ZAIN-G-191,MBC,,0.003,0.003,0.026,0.003,0.006,0.011,0.008,0.029,0.032,0.008,0.005,0.022,0.082,0.383,0.017,0.005,0.03,0.004,0.003,0.004,0.299,0.007,0.004,0.002,
TMA-ZAIN-G-192,MBC,,0.006,0.009,0.008,0.006,0.006,0.007,0.005,0.011,0.014,0.004,0.007,0.004,0.035,0.797,0.005,0.007,0.005,0.006,0.007,0.004,0.016,0.008,0.005,0.006,
TMA-ZAIN-G-193,MBC,,0.021,0.004,0.01,0.003,0.009,0.015,0.003,0.007,0.008,0.004,0.004,0.014,0.007,0.789,0.003,0.004,0.005,0.006,0.003,0.004,0.016,0.031,0.01,0.005,
TMA-ZAIN-G-194,MBC,,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.925,0.003,0.004,0.004,0.004,0.003,0.003,0.002,0.003,0.005,0.003,0.003,0.002,
TMA-ZAIN-G-195,MBC,,0.007,0.004,0.005,0.003,0.009,0.041,0.024,0.005,0.006,0.004,0.012,0.689,0.006,0.082,0.012,0.013,0.008,0.003,0.005,0.011,0.031,0.01,0.003,0.002,
TMA-ZAIN-G-196,MBC,,0.003,0.002,0.019,0.003,0.009,0.039,0.005,0.015,0.028,0.004,0.006,0.654,0.006,0.062,0.033,0.006,0.017,0.003,0.003,0.005,0.059,0.008,0.004,0.002,
TMA-ZAIN-G-197,MBC,,0.003,0.002,0.006,0.003,0.004,0.011,0.008,0.004,0.008,0.009,0.006,0.813,0.009,0.015,0.017,0.007,0.006,0.003,0.004,0.003,0.033,0.011,0.007,0.003,
TMA-ZAIN-G-198,MBC,,0.002,0.003,0.01,0.003,0.004,0.01,0.005,0.014,0.01,0.009,0.005,0.834,0.007,0.009,0.013,0.005,0.007,0.003,0.004,0.004,0.009,0.011,0.008,0.002,
TMA-ZAIN-G-199,MBC,,0.005,0.002,0.009,0.003,0.003,0.006,0.003,0.019,0.011,0.007,0.004,0.823,0.008,0.016,0.007,0.004,0.01,0.003,0.003,0.003,0.023,0.011,0.011,0.003,
TMA-ZAIN-G-200,MBC,,0.003,0.003,0.006,0.003,0.004,0.026,0.008,0.005,0.006,0.01,0.01,0.005,0.005,0.83,0.004,0.005,0.009,0.003,0.004,0.005,0.012,0.019,0.009,0.003,
TMA-ZAIN-G-201,MBC,,0.705,0.036,0.004,0.024,0.022,0.004,0.015,0.004,0.004,0.005,0.005,0.041,0.004,0.004,0.004,0.008,0.004,0.027,0.011,0.042,0.006,0.003,0.002,0.008,
TMA-ZAIN-G-202,MBC,,0.759,0.025,0.01,0.013,0.009,0.009,0.019,0.01,0.012,0.012,0.005,0.005,0.007,0.005,0.012,0.006,0.01,0.004,0.012,0.024,0.004,0.008,0.005,0.005,
TMA-ZAIN-G-203,MBC,,0.857,0.004,0.002,0.008,0.008,0.005,0.004,0.003,0.004,0.002,0.002,0.016,0.007,0.005,0.002,0.002,0.003,0.013,0.004,0.014,0.011,0.006,0.005,0.008,
TMA-ZAIN-G-204,MBC,,0.002,0.003,0.006,0.007,0.003,0.029,0.005,0.009,0.02,0.027,0.007,0.684,0.014,0.013,0.003,0.004,0.008,0.054,0.004,0.004,0.027,0.036,0.017,0.008,
TMA-ZAIN-G-205,MBC,,0.719,0.015,0.006,0.004,0.027,0.004,0.005,0.007,0.01,0.003,0.02,0.005,0.005,0.004,0.004,0.009,0.003,0.011,0.013,0.046,0.005,0.005,0.003,0.016,
TMA-ZAIN-G-206,MBC,,0.727,0.004,0.005,0.007,0.035,0.009,0.005,0.005,0.01,0.014,0.006,0.007,0.014,0.005,0.004,0.007,0.011,0.008,0.004,0.006,0.01,0.017,0.063,0.006,
TMA-ZAIN-G-207,MBC,,0.605,0.01,0.006,0.018,0.012,0.007,0.013,0.027,0.015,0.012,0.011,0.016,0.01,0.011,0.006,0.012,0.013,0.034,0.009,0.013,0.01,0.008,0.006,0.012,
TMA-ZAIN-G-208,MBC,,0.004,0.008,0.014,0.005,0.016,0.01,0.035,0.011,0.02,0.356,0.024,0.007,0.011,0.025,0.055,0.036,0.106,0.007,0.027,0.016,0.009,0.049,0.093,0.006,
TMA-ZAIN-G-209,MBC,,0.004,0.002,0.012,0.002,0.004,0.005,0.013,0.051,0.146,0.103,0.006,0.004,0.008,0.043,0.038,0.004,0.341,0.002,0.004,0.003,0.007,0.157,0.035,0.003,
TMA-ZAIN-G-210,MBC,,0.002,0.002,0.031,0.003,0.004,0.08,0.003,0.166,0.03,0.01,0.081,0.159,0.006,0.025,0.012,0.043,0.038,0.003,0.004,0.004,0.018,0.227,0.036,0.003,
TMA-ZAIN-G-211,MBC,,0.003,0.003,0.044,0.004,0.004,0.027,0.01,0.045,0.052,0.019,0.018,0.198,0.016,0.019,0.069,0.009,0.014,0.005,0.004,0.005,0.288,0.09,0.039,0.003,
TMA-ZAIN-G-212,MBC,,0.014,0.012,0.028,0.007,0.02,0.161,0.012,0.052,0.062,0.017,0.013,0.042,0.039,0.029,0.017,0.009,0.017,0.009,0.009,0.014,0.297,0.084,0.019,0.009,
TMA-ZAIN-G-213,MBC,,0.005,0.003,0.004,0.003,0.003,0.013,0.008,0.023,0.113,0.006,0.004,0.009,0.055,0.018,0.008,0.005,0.041,0.004,0.004,0.004,0.621,0.019,0.015,0.003,
TMA-ZAIN-G-214,MBC,,0.003,0.003,0.006,0.003,0.004,0.01,0.004,0.016,0.008,0.004,0.006,0.009,0.004,0.02,0.003,0.003,0.014,0.003,0.003,0.004,0.008,0.842,0.013,0.003,
TMA-ZAIN-G-215,MBC,,0.003,0.003,0.011,0.003,0.004,0.05,0.003,0.019,0.005,0.005,0.005,0.008,0.004,0.047,0.014,0.005,0.017,0.002,0.003,0.005,0.005,0.745,0.027,0.003,
TMA-ZAIN-G-216,MBC,,0.009,0.006,0.02,0.003,0.072,0.007,0.004,0.17,0.017,0.005,0.002,0.003,0.057,0.267,0.003,0.002,0.082,0.003,0.004,0.121,0.009,0.116,0.01,0.003,
TMA-ZAIN-G-217,MBC,,0.003,0.003,0.007,0.003,0.004,0.082,0.006,0.035,0.01,0.006,0.017,0.015,0.005,0.458,0.007,0.011,0.046,0.003,0.004,0.005,0.015,0.232,0.014,0.003,
TMA-ZAIN-G-218,MBC,,0.003,0.003,0.028,0.003,0.003,0.071,0.003,0.073,0.015,0.005,0.004,0.019,0.006,0.016,0.044,0.006,0.01,0.003,0.003,0.004,0.008,0.652,0.01,0.003,
TMA-ZAIN-G-219,MBC,,0.003,0.003,0.003,0.007,0.212,0.012,0.015,0.01,0.003,0.006,0.007,0.003,0.003,0.008,0.008,0.004,0.006,0.004,0.006,0.654,0.004,0.004,0.006,0.004,
TMA-ZAIN-G-220,MBC,,0.012,0.005,0.004,0.005,0.525,0.012,0.008,0.003,0.003,0.006,0.01,0.003,0.003,0.006,0.004,0.009,0.005,0.005,0.009,0.329,0.003,0.004,0.006,0.006,
TMA-ZAIN-G-221,MBC,,0.002,0.007,0.004,0.104,0.078,0.004,0.172,0.005,0.004,0.031,0.004,0.004,0.177,0.005,0.006,0.006,0.018,0.015,0.015,0.304,0.004,0.005,0.009,0.005,
TMA-ZAIN-G-222,MBC,,0.018,0.005,0.004,0.003,0.538,0.011,0.012,0.009,0.008,0.005,0.003,0.005,0.007,0.021,0.004,0.004,0.008,0.003,0.004,0.293,0.009,0.007,0.006,0.004,
TMA-ZAIN-G-223,MBC,,0.004,0.004,0.006,0.02,0.019,0.011,0.004,0.01,0.007,0.015,0.006,0.004,0.004,0.006,0.009,0.008,0.013,0.005,0.006,0.801,0.004,0.005,0.008,0.004,
TMA-ZAIN-G-224,MBC,,0.006,0.005,0.004,0.004,0.028,0.005,0.012,0.003,0.006,0.005,0.005,0.002,0.006,0.005,0.005,0.005,0.006,0.005,0.009,0.845,0.004,0.005,0.004,0.004,
TMA-ZAIN-G-225,MBC,,0.008,0.012,0.005,0.012,0.084,0.021,0.01,0.007,0.005,0.005,0.008,0.007,0.005,0.013,0.005,0.006,0.005,0.008,0.012,0.635,0.007,0.008,0.005,0.005,
TMA-ZAIN-G-226,MBC,,0.005,0.004,0.003,0.008,0.009,0.003,0.007,0.004,0.003,0.003,0.003,0.007,0.003,0.005,0.002,0.003,0.004,0.009,0.004,0.895,0.005,0.003,0.003,0.003,
TMA-ZAIN-G-227,MBC,,0.004,0.006,0.006,0.004,0.027,0.004,0.008,0.007,0.005,0.007,0.005,0.013,0.006,0.006,0.005,0.003,0.007,0.012,0.006,0.826,0.011,0.006,0.005,0.006,
TMA-ZAIN-G-228,MBC,,0.01,0.004,0.005,0.005,0.011,0.003,0.006,0.01,0.004,0.006,0.004,0.012,0.005,0.007,0.003,0.003,0.008,0.01,0.004,0.852,0.008,0.007,0.006,0.004,
TMA-ZAIN-G-229,MBC,,0.004,0.015,0.037,0.005,0.091,0.006,0.01,0.031,0.018,0.011,0.006,0.005,0.009,0.009,0.008,0.004,0.028,0.018,0.013,0.627,0.008,0.008,0.007,0.009,
TMA-ZAIN-G-230,MBC,,0.009,0.009,0.002,0.008,0.018,0.003,0.007,0.005,0.003,0.003,0.007,0.002,0.004,0.003,0.009,0.005,0.004,0.01,0.009,0.86,0.003,0.003,0.002,0.006,
