Sample.Name,Pop,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16
ZFFDSP44,ZFFDSP,0.017,0.027,0.003,0.003,0.011,0.005,0.005,0.005,0.301,0.061,0.005,0.003,0.003,0.422,0.118,0.01
ZFFDSP45,ZFFDSP,0.008,0.024,0.004,0.003,0.032,0.004,0.004,0.004,0.015,0.187,0.004,0.002,0.002,0.68,0.023,0.005
ZFFDSP46,ZFFDSP,0.006,0.016,0.003,0.003,0.004,0.003,0.004,0.005,0.009,0.008,0.003,0.002,0.002,0.92,0.007,0.005
ZFFDSP47,ZFFDSP,0.134,0.031,0.004,0.003,0.013,0.003,0.005,0.019,0.175,0.044,0.006,0.003,0.003,0.508,0.033,0.016
ZFFDSP48,ZFFDSP,0.039,0.014,0.003,0.003,0.007,0.003,0.004,0.005,0.02,0.012,0.004,0.003,0.003,0.86,0.012,0.01
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFI01,ZFI,0.005,0.005,0.007,0.008,0.004,0.87,0.01,0.004,0.005,0.007,0.008,0.043,0.006,0.004,0.005,0.009
ZFI02,ZFI,0.005,0.005,0.004,0.006,0.005,0.905,0.004,0.005,0.006,0.007,0.006,0.019,0.004,0.005,0.006,0.011
ZFI03,ZFI,0.004,0.004,0.005,0.005,0.003,0.926,0.006,0.003,0.004,0.005,0.007,0.009,0.003,0.003,0.004,0.008
ZFI04,ZFI,0.004,0.007,0.006,0.01,0.004,0.758,0.006,0.004,0.006,0.006,0.008,0.159,0.004,0.005,0.004,0.009
ZFI05,ZFI,0.008,0.005,0.004,0.01,0.005,0.898,0.008,0.003,0.005,0.006,0.005,0.006,0.004,0.005,0.005,0.024
ZFI06,ZFI,0.027,0.009,0.003,0.017,0.006,0.764,0.007,0.003,0.017,0.019,0.006,0.035,0.005,0.01,0.014,0.06
ZFI07,ZFI,0.004,0.005,0.005,0.007,0.004,0.922,0.007,0.003,0.005,0.005,0.005,0.012,0.004,0.004,0.004,0.005
ZFI08,ZFI,0.003,0.004,0.005,0.008,0.003,0.911,0.006,0.003,0.004,0.004,0.012,0.022,0.004,0.003,0.004,0.004
ZFI09,ZFI,0.005,0.005,0.004,0.008,0.003,0.912,0.005,0.003,0.004,0.005,0.005,0.02,0.003,0.004,0.005,0.008
ZFI10,ZFI,0.008,0.006,0.004,0.009,0.005,0.771,0.005,0.004,0.006,0.012,0.007,0.046,0.008,0.005,0.006,0.098
ZFI11,ZFI,0.005,0.005,0.004,0.008,0.003,0.811,0.01,0.003,0.004,0.005,0.007,0.112,0.004,0.003,0.004,0.012
ZFI12,ZFI,0.004,0.007,0.006,0.006,0.004,0.91,0.006,0.003,0.005,0.007,0.01,0.007,0.003,0.004,0.004,0.013
ZFI13,ZFI,0.005,0.005,0.005,0.008,0.003,0.915,0.012,0.002,0.005,0.007,0.005,0.006,0.006,0.004,0.004,0.007
ZFI14,ZFI,0.009,0.006,0.004,0.004,0.007,0.884,0.006,0.004,0.011,0.017,0.004,0.005,0.006,0.012,0.013,0.008
ZFI15,ZFI,0.004,0.003,0.004,0.006,0.004,0.937,0.006,0.002,0.004,0.005,0.004,0.006,0.003,0.004,0.004,0.005
ZFI16,ZFI,0.004,0.005,0.004,0.005,0.003,0.943,0.003,0.002,0.004,0.005,0.005,0.004,0.003,0.003,0.003,0.006
ZFI17,ZFI,0.005,0.005,0.004,0.008,0.003,0.91,0.006,0.003,0.005,0.005,0.006,0.016,0.005,0.004,0.004,0.012
ZFI18,ZFI,0.004,0.004,0.003,0.009,0.003,0.927,0.005,0.002,0.004,0.004,0.004,0.011,0.007,0.003,0.003,0.007
ZFI19,ZFI,0.004,0.004,0.003,0.006,0.003,0.932,0.008,0.002,0.004,0.004,0.007,0.009,0.004,0.003,0.003,0.006
ZFI20,ZFI,0.006,0.005,0.003,0.004,0.004,0.926,0.003,0.003,0.006,0.006,0.006,0.004,0.005,0.007,0.006,0.005
ZFI21,ZFI,0.021,0.008,0.003,0.004,0.005,0.847,0.006,0.003,0.015,0.023,0.005,0.003,0.006,0.015,0.026,0.01
ZFI22,ZFI,0.004,0.005,0.007,0.005,0.005,0.916,0.004,0.004,0.005,0.007,0.005,0.015,0.003,0.006,0.004,0.004
ZFI23,ZFI,0.004,0.004,0.004,0.005,0.003,0.933,0.005,0.002,0.004,0.005,0.006,0.006,0.003,0.004,0.003,0.009
ZFI24,ZFI,0.005,0.006,0.007,0.005,0.004,0.911,0.007,0.003,0.005,0.006,0.011,0.007,0.003,0.004,0.005,0.011
ZFI25,ZFI,0.004,0.006,0.006,0.007,0.005,0.917,0.005,0.004,0.005,0.008,0.006,0.009,0.002,0.006,0.005,0.006
ZFI26,ZFI,0.003,0.005,0.006,0.007,0.004,0.926,0.01,0.003,0.004,0.005,0.007,0.007,0.003,0.004,0.004,0.005
ZFI27,ZFI,0.009,0.006,0.005,0.009,0.004,0.86,0.014,0.003,0.006,0.008,0.01,0.009,0.003,0.004,0.006,0.043
ZFK01,ZFI,0.004,0.006,0.005,0.004,0.004,0.003,0.94,0.004,0.004,0.003,0.004,0.003,0.003,0.003,0.004,0.007
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFK02,ZFK,0.004,0.005,0.005,0.004,0.004,0.003,0.94,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.004,0.007
ZFK03,ZFK,0.003,0.005,0.005,0.004,0.004,0.003,0.945,0.004,0.004,0.003,0.003,0.004,0.003,0.003,0.004,0.005
ZFK04,ZFK,0.003,0.004,0.004,0.004,0.003,0.004,0.948,0.003,0.003,0.003,0.003,0.005,0.003,0.003,0.003,0.004
ZFK05,ZFK,0.003,0.003,0.007,0.005,0.003,0.005,0.941,0.003,0.003,0.003,0.003,0.007,0.005,0.002,0.003,0.003
ZFK06,ZFK,0.003,0.004,0.006,0.005,0.003,0.006,0.94,0.003,0.003,0.003,0.003,0.006,0.004,0.003,0.004,0.004
ZFK07,ZFK,0.004,0.006,0.006,0.003,0.004,0.002,0.937,0.005,0.004,0.005,0.005,0.003,0.003,0.004,0.004,0.005
ZFK08,ZFK,0.004,0.004,0.005,0.004,0.003,0.004,0.942,0.004,0.004,0.004,0.005,0.005,0.003,0.003,0.004,0.003
ZFK10,ZFK,0.003,0.004,0.005,0.004,0.003,0.004,0.945,0.003,0.004,0.003,0.003,0.006,0.003,0.003,0.004,0.004
ZFK11,ZFK,0.003,0.004,0.007,0.005,0.003,0.005,0.94,0.003,0.003,0.003,0.004,0.005,0.005,0.003,0.004,0.004
ZFK12,ZFK,0.007,0.01,0.008,0.003,0.004,0.003,0.91,0.01,0.007,0.009,0.009,0.003,0.003,0.004,0.006,0.004
ZFK13,ZFK,0.01,0.012,0.006,0.003,0.008,0.002,0.88,0.007,0.014,0.012,0.005,0.003,0.009,0.009,0.015,0.004
ZFK14,ZFK,0.011,0.02,0.09,0.005,0.01,0.005,0.735,0.023,0.02,0.018,0.008,0.005,0.009,0.009,0.02,0.011
ZFK15,ZFK,0.007,0.007,0.004,0.004,0.006,0.004,0.908,0.004,0.009,0.008,0.003,0.004,0.008,0.007,0.013,0.004
ZFK16,ZFK,0.005,0.01,0.006,0.004,0.006,0.002,0.919,0.007,0.006,0.006,0.005,0.003,0.005,0.004,0.006,0.005
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFLB01,ZFLB,0.015,0.023,0.003,0.008,0.01,0.006,0.014,0.008,0.027,0.016,0.007,0.009,0.81,0.025,0.013,0.006
ZFLB02,ZFLB,0.004,0.005,0.002,0.018,0.002,0.014,0.003,0.003,0.004,0.004,0.004,0.004,0.921,0.005,0.003,0.004
ZFLB03,ZFLB,0.009,0.005,0.005,0.02,0.006,0.005,0.011,0.005,0.005,0.005,0.006,0.004,0.867,0.004,0.007,0.036
ZFLB04,ZFLB,0.017,0.015,0.008,0.008,0.01,0.017,0.012,0.009,0.022,0.019,0.008,0.009,0.617,0.01,0.021,0.197
ZFLB05,ZFLB,0.013,0.017,0.003,0.007,0.007,0.009,0.015,0.005,0.016,0.014,0.007,0.02,0.839,0.011,0.008,0.011
ZFLB06,ZFLB,0.008,0.012,0.007,0.011,0.018,0.005,0.076,0.008,0.015,0.008,0.009,0.016,0.778,0.007,0.014,0.006
ZFLB07,ZFLB,0.025,0.016,0.007,0.122,0.018,0.013,0.065,0.011,0.016,0.012,0.094,0.022,0.505,0.009,0.021,0.045
ZFLB08,ZFLB,0.007,0.01,0.005,0.031,0.004,0.024,0.011,0.004,0.009,0.008,0.009,0.011,0.845,0.007,0.005,0.011
ZFLB09,ZFLB,0.008,0.006,0.013,0.013,0.008,0.014,0.033,0.005,0.01,0.007,0.009,0.022,0.83,0.007,0.01,0.007
ZFLB10,ZFLB,0.006,0.004,0.006,0.007,0.004,0.009,0.011,0.003,0.005,0.004,0.005,0.017,0.899,0.004,0.006,0.008
ZFLB11,ZFLB,0.006,0.006,0.013,0.008,0.006,0.005,0.022,0.006,0.006,0.005,0.009,0.009,0.884,0.004,0.006,0.005
ZFLB12,ZFLB,0.004,0.004,0.007,0.011,0.005,0.007,0.013,0.003,0.005,0.004,0.005,0.013,0.902,0.004,0.005,0.006
ZFLB13,ZFLB,0.031,0.019,0.015,0.055,0.005,0.01,0.016,0.004,0.021,0.008,0.025,0.016,0.725,0.017,0.016,0.017
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFLTI01,ZFLTI,0.013,0.894,0.013,0.003,0.005,0.003,0.005,0.007,0.009,0.011,0.005,0.002,0.002,0.014,0.009,0.006
ZFLTI02,ZFLTI,0.005,0.916,0.016,0.003,0.006,0.003,0.005,0.006,0.005,0.005,0.004,0.002,0.002,0.005,0.005,0.011
ZFLTI03,ZFLTI,0.008,0.927,0.006,0.003,0.004,0.003,0.004,0.007,0.007,0.006,0.004,0.002,0.002,0.006,0.004,0.007
ZFLTI04,ZFLTI,0.015,0.889,0.006,0.004,0.006,0.004,0.008,0.005,0.014,0.009,0.005,0.003,0.002,0.005,0.009,0.014
ZFLTI05,ZFLTI,0.011,0.925,0.005,0.003,0.004,0.003,0.004,0.004,0.007,0.005,0.003,0.002,0.002,0.007,0.005,0.01
ZFLTI06,ZFLTI,0.013,0.901,0.004,0.003,0.004,0.003,0.004,0.006,0.015,0.011,0.004,0.002,0.003,0.014,0.008,0.005
ZFLTI07,ZFLTI,0.028,0.895,0.004,0.003,0.004,0.004,0.004,0.003,0.011,0.008,0.004,0.002,0.002,0.014,0.007,0.005
ZFLTI08,ZFLTI,0.022,0.847,0.004,0.005,0.004,0.007,0.005,0.004,0.006,0.012,0.007,0.003,0.003,0.006,0.008,0.058
ZFLTI09,ZFLTI,0.009,0.917,0.004,0.003,0.005,0.004,0.004,0.004,0.01,0.009,0.004,0.003,0.003,0.008,0.007,0.006
ZFLTI10,ZFLTI,0.01,0.919,0.005,0.003,0.006,0.004,0.004,0.003,0.01,0.007,0.004,0.002,0.002,0.009,0.007,0.005
ZFLTI11,ZFLTI,0.007,0.915,0.005,0.002,0.005,0.003,0.004,0.008,0.011,0.009,0.004,0.003,0.003,0.007,0.008,0.006
ZFLTI12,ZFLTI,0.007,0.924,0.007,0.003,0.006,0.003,0.004,0.006,0.006,0.006,0.004,0.002,0.002,0.006,0.006,0.007
ZFLTI13,ZFLTI,0.007,0.915,0.01,0.004,0.004,0.003,0.005,0.005,0.006,0.006,0.005,0.003,0.002,0.006,0.005,0.015
ZFLTI14,ZFLTI,0.007,0.902,0.015,0.004,0.005,0.004,0.006,0.003,0.005,0.004,0.004,0.002,0.002,0.006,0.004,0.027
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFONF101,ZFONF1,0.011,0.011,0.002,0.003,0.886,0.006,0.003,0.006,0.016,0.014,0.004,0.003,0.002,0.021,0.006,0.005
ZFONF102,ZFONF1,0.005,0.004,0.003,0.005,0.861,0.002,0.003,0.011,0.014,0.013,0.003,0.003,0.005,0.058,0.008,0.003
ZFONF103,ZFONF1,0.01,0.009,0.007,0.004,0.871,0.004,0.01,0.01,0.013,0.012,0.007,0.003,0.002,0.006,0.014,0.016
ZFONF104,ZFONF1,0.007,0.004,0.004,0.002,0.921,0.002,0.003,0.013,0.009,0.006,0.003,0.002,0.002,0.008,0.011,0.003
ZFONF105,ZFONF1,0.006,0.004,0.004,0.003,0.918,0.002,0.003,0.02,0.009,0.005,0.004,0.003,0.002,0.005,0.007,0.005
ZFONF106,ZFONF1,0.004,0.006,0.003,0.002,0.932,0.004,0.003,0.005,0.009,0.006,0.002,0.002,0.002,0.008,0.009,0.003
ZFONF107,ZFONF1,0.005,0.005,0.004,0.006,0.921,0.006,0.006,0.004,0.007,0.006,0.003,0.004,0.006,0.004,0.006,0.006
ZFONF108,ZFONF1,0.004,0.004,0.004,0.004,0.935,0.003,0.007,0.004,0.006,0.004,0.003,0.003,0.003,0.003,0.006,0.006
ZFONF109,ZFONF1,0.007,0.008,0.005,0.003,0.92,0.003,0.005,0.011,0.006,0.006,0.004,0.002,0.003,0.006,0.005,0.006
ZFONF110,ZFONF1,0.009,0.006,0.005,0.002,0.906,0.003,0.003,0.01,0.007,0.008,0.003,0.002,0.002,0.018,0.011,0.004
ZFONF111,ZFONF1,0.006,0.006,0.006,0.005,0.918,0.004,0.003,0.008,0.006,0.009,0.006,0.005,0.004,0.005,0.005,0.003
ZFONF112,ZFONF1,0.006,0.005,0.004,0.003,0.902,0.003,0.004,0.029,0.007,0.005,0.003,0.003,0.002,0.009,0.007,0.008
ZFONF113,ZFONF1,0.012,0.005,0.008,0.005,0.867,0.003,0.02,0.013,0.012,0.01,0.01,0.006,0.01,0.004,0.011,0.005
ZFONF115,ZFONF1,0.004,0.005,0.004,0.003,0.919,0.004,0.005,0.008,0.011,0.006,0.003,0.003,0.002,0.006,0.011,0.005
ZFONF116,ZFONF1,0.006,0.005,0.006,0.004,0.668,0.008,0.006,0.037,0.063,0.034,0.004,0.004,0.003,0.046,0.097,0.009
ZFONF117,ZFONF1,0.074,0.105,0.007,0.005,0.392,0.004,0.011,0.039,0.139,0.015,0.006,0.004,0.003,0.012,0.146,0.039
ZFONF118,ZFONF1,0.013,0.107,0.007,0.004,0.695,0.007,0.007,0.017,0.02,0.048,0.008,0.003,0.002,0.033,0.011,0.018
ZFONF119,ZFONF1,0.01,0.006,0.005,0.003,0.03,0.003,0.009,0.021,0.534,0.073,0.004,0.004,0.004,0.008,0.281,0.006
ZFONF120,ZFONF1,0.007,0.015,0.008,0.003,0.006,0.003,0.017,0.019,0.515,0.098,0.007,0.003,0.004,0.006,0.286,0.004
ZFONF121,ZFONF1,0.013,0.009,0.004,0.004,0.174,0.004,0.008,0.121,0.463,0.038,0.006,0.004,0.004,0.027,0.114,0.007
ZFONF122,ZFONF1,0.023,0.343,0.011,0.005,0.237,0.008,0.011,0.012,0.16,0.06,0.009,0.003,0.003,0.02,0.084,0.014
ZFONF123,ZFONF1,0.006,0.005,0.006,0.005,0.704,0.006,0.004,0.029,0.025,0.033,0.003,0.004,0.014,0.065,0.087,0.003
ZFONF124,ZFONF1,0.004,0.004,0.003,0.003,0.941,0.002,0.004,0.009,0.006,0.004,0.003,0.002,0.003,0.004,0.004,0.003
ZFONF125,ZFONF1,0.011,0.016,0.014,0.007,0.699,0.003,0.012,0.051,0.044,0.032,0.011,0.005,0.016,0.014,0.061,0.005
ZFONF126,ZFONF1,0.012,0.011,0.016,0.004,0.683,0.007,0.008,0.018,0.015,0.127,0.007,0.003,0.002,0.046,0.034,0.007
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFONF201,ZFONF2,0.034,0.011,0.035,0.017,0.021,0.06,0.006,0.509,0.104,0.046,0.009,0.021,0.054,0.027,0.042,0.004
ZFONF202,ZFONF2,0.007,0.014,0.009,0.002,0.01,0.003,0.004,0.73,0.01,0.073,0.005,0.002,0.002,0.093,0.033,0.003
ZFONF203,ZFONF2,0.005,0.006,0.006,0.004,0.005,0.003,0.008,0.907,0.008,0.013,0.009,0.003,0.003,0.007,0.01,0.003
ZFONF204,ZFONF2,0.007,0.012,0.037,0.009,0.004,0.009,0.012,0.855,0.006,0.008,0.007,0.006,0.011,0.006,0.009,0.004
ZFONF206,ZFONF2,0.005,0.005,0.012,0.021,0.006,0.014,0.004,0.864,0.006,0.012,0.007,0.009,0.02,0.009,0.006,0.003
ZFONF207,ZFONF2,0.005,0.007,0.004,0.004,0.005,0.004,0.005,0.921,0.009,0.008,0.005,0.003,0.004,0.006,0.006,0.004
ZFONF208,ZFONF2,0.012,0.033,0.008,0.004,0.008,0.005,0.007,0.711,0.064,0.063,0.009,0.003,0.005,0.038,0.025,0.005
ZFONF209,ZFONF2,0.007,0.016,0.029,0.007,0.005,0.014,0.016,0.837,0.012,0.012,0.007,0.008,0.008,0.007,0.006,0.009
ZFONF210,ZFONF2,0.007,0.011,0.004,0.003,0.006,0.003,0.003,0.9,0.013,0.016,0.003,0.002,0.003,0.011,0.008,0.007
ZFONF211,ZFONF2,0.024,0.008,0.009,0.008,0.03,0.003,0.012,0.767,0.027,0.011,0.012,0.008,0.017,0.011,0.042,0.011
ZFONF212,ZFONF2,0.011,0.009,0.003,0.003,0.008,0.003,0.003,0.899,0.012,0.016,0.003,0.002,0.003,0.012,0.007,0.006
ZFONF214,ZFONF2,0.008,0.004,0.007,0.005,0.043,0.002,0.005,0.787,0.055,0.01,0.009,0.005,0.006,0.008,0.04,0.003
ZFONF215,ZFONF2,0.006,0.006,0.004,0.003,0.029,0.003,0.004,0.889,0.012,0.008,0.004,0.002,0.002,0.01,0.016,0.003
ZFONF216,ZFONF2,0.006,0.004,0.003,0.003,0.006,0.002,0.006,0.937,0.005,0.005,0.004,0.003,0.003,0.004,0.005,0.005
ZFONF217,ZFONF2,0.006,0.005,0.004,0.002,0.009,0.003,0.005,0.865,0.022,0.019,0.003,0.003,0.004,0.02,0.024,0.004
ZFONF218,ZFONF2,0.006,0.006,0.003,0.007,0.009,0.003,0.004,0.924,0.005,0.004,0.005,0.005,0.008,0.003,0.004,0.004
ZFONF219,ZFONF2,0.004,0.003,0.003,0.002,0.01,0.002,0.002,0.947,0.005,0.004,0.003,0.002,0.002,0.003,0.006,0.003
ZFONF220,ZFONF2,0.004,0.005,0.005,0.003,0.007,0.003,0.007,0.882,0.014,0.023,0.005,0.003,0.003,0.015,0.016,0.004
ZFONF222,ZFONF2,0.004,0.004,0.003,0.005,0.004,0.003,0.004,0.935,0.004,0.004,0.004,0.006,0.009,0.003,0.004,0.004
ZFONF223,ZFONF2,0.004,0.004,0.003,0.006,0.007,0.004,0.005,0.911,0.006,0.012,0.006,0.007,0.008,0.006,0.01,0.003
ZFONF224,ZFONF2,0.004,0.003,0.003,0.003,0.005,0.002,0.003,0.95,0.004,0.004,0.003,0.002,0.002,0.004,0.004,0.004
ZFONF225,ZFONF2,0.005,0.004,0.004,0.002,0.016,0.002,0.003,0.932,0.006,0.005,0.003,0.002,0.002,0.005,0.006,0.004
ZFONF226,ZFONF2,0.006,0.008,0.005,0.003,0.006,0.003,0.009,0.909,0.007,0.012,0.008,0.003,0.003,0.006,0.011,0.004
ZFONF227,ZFONF2,0.005,0.003,0.003,0.002,0.006,0.002,0.003,0.949,0.004,0.004,0.003,0.002,0.002,0.005,0.004,0.003
ZFONF228,ZFONF2,0.012,0.009,0.005,0.005,0.011,0.004,0.006,0.885,0.007,0.011,0.004,0.004,0.003,0.012,0.008,0.014
ZFONF230,ZFONF2,0.008,0.012,0.004,0.003,0.014,0.002,0.003,0.897,0.009,0.009,0.003,0.002,0.002,0.008,0.02,0.003
ZFONF231,ZFONF2,0.009,0.004,0.009,0.004,0.008,0.002,0.003,0.905,0.008,0.007,0.011,0.005,0.005,0.007,0.009,0.005
ZFONF232,ZFONF2,0.004,0.003,0.003,0.003,0.01,0.002,0.003,0.938,0.006,0.005,0.003,0.002,0.002,0.006,0.007,0.004
ZFONF233,ZFONF2,0.004,0.004,0.004,0.003,0.004,0.002,0.005,0.946,0.004,0.004,0.003,0.002,0.003,0.004,0.004,0.004
ZFONF234,ZFONF2,0.021,0.028,0.006,0.01,0.014,0.005,0.011,0.811,0.014,0.011,0.006,0.023,0.003,0.013,0.014,0.011
ZFONF235,ZFONF2,0.003,0.003,0.004,0.002,0.005,0.002,0.002,0.952,0.004,0.004,0.003,0.002,0.002,0.004,0.004,0.004
ZFONF236,ZFONF2,0.013,0.01,0.021,0.022,0.023,0.023,0.015,0.774,0.013,0.007,0.004,0.012,0.011,0.011,0.012,0.029
ZFONF238,ZFONF2,0.006,0.016,0.006,0.003,0.006,0.004,0.004,0.906,0.006,0.01,0.007,0.002,0.002,0.014,0.007,0.003
ZFONF239,ZFONF2,0.004,0.003,0.016,0.006,0.004,0.009,0.004,0.917,0.004,0.005,0.004,0.005,0.005,0.006,0.004,0.004
ZFONF240,ZFONF2,0.005,0.009,0.006,0.002,0.007,0.002,0.003,0.938,0.004,0.004,0.003,0.002,0.002,0.005,0.004,0.004
ZFONF241,ZFONF2,0.007,0.014,0.004,0.008,0.008,0.01,0.005,0.858,0.012,0.016,0.005,0.004,0.003,0.022,0.009,0.014
ZFONF242,ZFONF2,0.005,0.005,0.006,0.003,0.009,0.002,0.003,0.925,0.006,0.006,0.003,0.002,0.002,0.01,0.007,0.004
ZFONF243,ZFONF2,0.007,0.008,0.003,0.003,0.004,0.003,0.005,0.919,0.007,0.008,0.005,0.003,0.003,0.006,0.004,0.01
ZFONF244,ZFONF2,0.005,0.004,0.004,0.002,0.013,0.002,0.005,0.93,0.007,0.004,0.003,0.002,0.003,0.004,0.008,0.003
ZFONF245,ZFONF2,0.01,0.023,0.005,0.003,0.005,0.002,0.003,0.919,0.005,0.004,0.003,0.002,0.002,0.005,0.005,0.004
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFOS01,ZFO,0.035,0.1,0.684,0.004,0.009,0.004,0.008,0.011,0.034,0.019,0.009,0.004,0.003,0.033,0.038,0.005
ZFOS02,ZFO,0.017,0.108,0.585,0.009,0.041,0.046,0.009,0.01,0.039,0.023,0.011,0.016,0.007,0.035,0.034,0.011
ZFOS03,ZFO,0.022,0.017,0.724,0.006,0.011,0.015,0.008,0.004,0.028,0.029,0.012,0.01,0.082,0.012,0.016,0.003
ZFOS04,ZFO,0.06,0.064,0.478,0.015,0.015,0.036,0.025,0.006,0.099,0.033,0.006,0.006,0.004,0.067,0.074,0.012
ZFOS05,ZFO,0.023,0.056,0.648,0.005,0.025,0.007,0.01,0.011,0.044,0.036,0.009,0.005,0.003,0.055,0.05,0.012
ZFOS06,ZFO,0.013,0.009,0.808,0.007,0.023,0.006,0.007,0.016,0.018,0.016,0.01,0.005,0.006,0.011,0.021,0.025
ZFOS07,ZFO,0.011,0.034,0.676,0.008,0.014,0.047,0.104,0.005,0.021,0.024,0.006,0.011,0.003,0.017,0.011,0.007
ZFOS08,ZFO,0.014,0.05,0.593,0.012,0.042,0.108,0.068,0.007,0.027,0.018,0.005,0.005,0.003,0.012,0.014,0.021
ZFOS09,ZFO,0.054,0.043,0.568,0.01,0.011,0.018,0.003,0.007,0.057,0.059,0.013,0.01,0.018,0.072,0.051,0.005
ZFOS10,ZFO,0.005,0.008,0.835,0.018,0.003,0.043,0.007,0.002,0.004,0.003,0.005,0.034,0.012,0.005,0.005,0.01
ZFOS11,ZFO,0.094,0.213,0.311,0.063,0.007,0.031,0.062,0.008,0.048,0.01,0.035,0.008,0.005,0.014,0.027,0.066
ZFOS12,ZFO,0.049,0.021,0.09,0.058,0.03,0.039,0.428,0.007,0.051,0.012,0.099,0.019,0.017,0.011,0.028,0.043
ZFOS13,ZFO,0.022,0.074,0.677,0.009,0.018,0.017,0.015,0.005,0.03,0.047,0.016,0.01,0.003,0.026,0.022,0.008
ZFOS14,ZFO,0.054,0.137,0.364,0.015,0.007,0.157,0.059,0.009,0.031,0.01,0.047,0.022,0.01,0.011,0.023,0.044
ZFOS15,ZFO,0.004,0.006,0.892,0.008,0.003,0.008,0.043,0.003,0.004,0.004,0.004,0.004,0.003,0.004,0.004,0.006
ZFOS16,ZFO,0.021,0.06,0.609,0.008,0.014,0.019,0.01,0.01,0.039,0.025,0.007,0.012,0.008,0.087,0.056,0.015
ZFOS17,ZFO,0.004,0.006,0.912,0.005,0.004,0.008,0.006,0.005,0.005,0.006,0.009,0.009,0.006,0.003,0.005,0.006
ZFOS18,ZFO,0.008,0.015,0.877,0.013,0.004,0.01,0.009,0.002,0.007,0.005,0.006,0.007,0.009,0.009,0.007,0.013
ZFOS19,ZFO,0.005,0.004,0.934,0.006,0.004,0.005,0.006,0.004,0.004,0.004,0.008,0.005,0.003,0.003,0.003,0.004
ZFOS20,ZFO,0.005,0.006,0.868,0.009,0.011,0.017,0.008,0.011,0.007,0.011,0.004,0.007,0.006,0.01,0.01,0.009
ZFOS21,ZFO,0.024,0.035,0.74,0.004,0.009,0.007,0.012,0.006,0.033,0.011,0.005,0.007,0.004,0.051,0.042,0.009
ZFOS22,ZFO,0.014,0.021,0.84,0.006,0.016,0.003,0.018,0.011,0.012,0.01,0.012,0.005,0.005,0.009,0.011,0.007
ZFOS23,ZFO,0.004,0.005,0.62,0.029,0.003,0.256,0.012,0.002,0.003,0.002,0.015,0.028,0.01,0.002,0.003,0.007
ZFOS24,ZFO,0.007,0.009,0.919,0.006,0.003,0.004,0.009,0.003,0.005,0.003,0.004,0.003,0.003,0.005,0.004,0.012
ZFOS25,ZFO,0.182,0.223,0.317,0.012,0.009,0.014,0.012,0.014,0.037,0.064,0.015,0.006,0.006,0.015,0.015,0.06
ZFOS26,ZFO,0.086,0.335,0.213,0.013,0.017,0.016,0.017,0.008,0.133,0.022,0.007,0.006,0.006,0.044,0.057,0.021
ZFOS27,ZFO,0.013,0.018,0.702,0.006,0.036,0.007,0.024,0.009,0.033,0.022,0.004,0.004,0.012,0.028,0.065,0.018
ZFOS28,ZFO,0.017,0.021,0.811,0.01,0.004,0.018,0.01,0.004,0.014,0.008,0.01,0.017,0.012,0.013,0.02,0.01
ZFOS29,ZFO,0.01,0.008,0.811,0.009,0.012,0.019,0.015,0.014,0.015,0.013,0.004,0.012,0.016,0.013,0.015,0.013
ZFOS30,ZFO,0.011,0.021,0.817,0.004,0.011,0.006,0.015,0.014,0.017,0.022,0.01,0.007,0.003,0.021,0.019,0.004
ZFOS31,ZFO,0.023,0.117,0.269,0.006,0.012,0.032,0.182,0.031,0.047,0.044,0.171,0.007,0.004,0.016,0.03,0.009
ZFOS32,ZFO,0.023,0.036,0.742,0.006,0.014,0.019,0.003,0.008,0.035,0.035,0.006,0.005,0.006,0.035,0.02,0.007
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFPB01,ZFBP,0.003,0.002,0.003,0.005,0.002,0.004,0.005,0.002,0.002,0.003,0.003,0.008,0.95,0.002,0.002,0.003
ZFPB02,ZFBP,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.005,0.003,0.004,0.003,0.003,0.95,0.003,0.003,0.003
ZFPB03,ZFBP,0.003,0.003,0.004,0.004,0.004,0.003,0.006,0.003,0.003,0.002,0.002,0.005,0.946,0.002,0.005,0.005
ZFPB05,ZFBP,0.003,0.002,0.002,0.003,0.002,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.962,0.002,0.003,0.002
ZFPB06,ZFBP,0.002,0.002,0.005,0.005,0.003,0.004,0.006,0.002,0.003,0.002,0.003,0.008,0.946,0.002,0.003,0.003
ZFPB07,ZFBP,0.003,0.002,0.002,0.003,0.003,0.002,0.002,0.003,0.004,0.003,0.003,0.003,0.956,0.003,0.003,0.002
