Ind,Pop,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18
ZFONF227,ZFONF2,0.003,0.006,0.003,0.002,0.003,0.003,0.003,0.004,0.003,0.004,0.005,0.004,0.005,0.005,0.002,0.941,0.002,0.002
ZFONF228,ZFONF2,0.009,0.009,0.011,0.004,0.005,0.004,0.006,0.005,0.008,0.007,0.012,0.013,0.012,0.012,0.006,0.869,0.005,0.004
ZFONF230,ZFONF2,0.021,0.015,0.012,0.002,0.005,0.003,0.003,0.014,0.015,0.006,0.008,0.003,0.009,0.01,0.002,0.867,0.003,0.002
ZFONF231,ZFONF2,0.005,0.008,0.005,0.005,0.008,0.01,0.003,0.005,0.016,0.009,0.01,0.004,0.007,0.009,0.003,0.885,0.005,0.002
ZFONF232,ZFONF2,0.006,0.01,0.003,0.002,0.003,0.003,0.003,0.004,0.008,0.006,0.004,0.003,0.006,0.006,0.003,0.926,0.002,0.002
ZFONF233,ZFONF2,0.004,0.004,0.004,0.003,0.004,0.003,0.004,0.005,0.005,0.004,0.004,0.004,0.004,0.005,0.003,0.935,0.003,0.002
ZFONF234,ZFONF2,0.02,0.011,0.027,0.017,0.006,0.006,0.009,0.011,0.01,0.012,0.024,0.01,0.015,0.02,0.007,0.784,0.007,0.004
ZFONF235,ZFONF2,0.004,0.005,0.003,0.002,0.004,0.003,0.002,0.004,0.005,0.004,0.003,0.004,0.003,0.005,0.002,0.943,0.002,0.002
ZFONF236,ZFONF2,0.02,0.02,0.011,0.01,0.021,0.004,0.012,0.004,0.01,0.017,0.011,0.024,0.009,0.01,0.029,0.751,0.021,0.018
ZFONF238,ZFONF2,0.007,0.007,0.016,0.002,0.005,0.007,0.004,0.007,0.008,0.006,0.005,0.003,0.013,0.024,0.004,0.875,0.003,0.003
ZFONF239,ZFONF2,0.003,0.004,0.004,0.005,0.018,0.004,0.004,0.003,0.005,0.004,0.004,0.004,0.006,0.008,0.014,0.899,0.006,0.006
ZFONF240,ZFONF2,0.004,0.007,0.009,0.002,0.006,0.003,0.003,0.004,0.004,0.004,0.006,0.004,0.006,0.006,0.002,0.926,0.002,0.002
ZFONF241,ZFONF2,0.009,0.008,0.011,0.003,0.004,0.005,0.006,0.009,0.011,0.015,0.007,0.018,0.023,0.016,0.013,0.828,0.007,0.007
ZFONF242,ZFONF2,0.007,0.011,0.005,0.002,0.006,0.003,0.003,0.008,0.007,0.005,0.005,0.003,0.013,0.009,0.002,0.905,0.003,0.002
ZFONF243,ZFONF2,0.004,0.004,0.01,0.003,0.004,0.005,0.006,0.013,0.005,0.011,0.007,0.012,0.007,0.006,0.003,0.895,0.003,0.003
ZFONF244,ZFONF2,0.007,0.013,0.004,0.002,0.004,0.003,0.004,0.007,0.007,0.006,0.005,0.004,0.004,0.005,0.002,0.917,0.002,0.002
ZFONF245,ZFONF2,0.006,0.005,0.026,0.002,0.005,0.003,0.003,0.007,0.004,0.004,0.01,0.004,0.005,0.005,0.002,0.903,0.003,0.002
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFOS01,ZFO,0.029,0.007,0.087,0.003,0.656,0.01,0.008,0.038,0.029,0.021,0.028,0.006,0.033,0.023,0.006,0.009,0.004,0.004
ZFOS02,ZFO,0.042,0.038,0.095,0.011,0.506,0.012,0.009,0.025,0.024,0.027,0.016,0.012,0.029,0.039,0.078,0.012,0.009,0.018
ZFOS03,ZFO,0.01,0.008,0.013,0.033,0.731,0.011,0.007,0.054,0.02,0.022,0.018,0.004,0.011,0.021,0.009,0.004,0.008,0.018
ZFOS04,ZFO,0.061,0.013,0.042,0.005,0.474,0.006,0.024,0.073,0.036,0.058,0.043,0.012,0.056,0.041,0.012,0.005,0.011,0.03
ZFOS05,ZFO,0.053,0.017,0.046,0.004,0.61,0.009,0.01,0.025,0.032,0.028,0.017,0.011,0.047,0.06,0.009,0.011,0.005,0.006
ZFOS06,ZFO,0.017,0.02,0.009,0.006,0.781,0.011,0.007,0.014,0.016,0.019,0.012,0.021,0.012,0.021,0.005,0.017,0.007,0.005
ZFOS07,ZFO,0.008,0.014,0.023,0.006,0.653,0.007,0.103,0.019,0.01,0.018,0.008,0.006,0.016,0.035,0.014,0.005,0.007,0.048
ZFOS08,ZFO,0.013,0.04,0.034,0.004,0.602,0.005,0.059,0.031,0.009,0.02,0.013,0.018,0.013,0.026,0.027,0.007,0.012,0.066
ZFOS09,ZFO,0.023,0.009,0.021,0.013,0.541,0.014,0.003,0.053,0.053,0.05,0.049,0.005,0.055,0.063,0.013,0.007,0.01,0.019
ZFOS10,ZFO,0.005,0.003,0.008,0.022,0.807,0.005,0.007,0.003,0.004,0.005,0.006,0.011,0.005,0.004,0.048,0.003,0.022,0.032
ZFOS11,ZFO,0.034,0.006,0.189,0.006,0.293,0.02,0.058,0.027,0.016,0.053,0.091,0.067,0.014,0.01,0.006,0.008,0.065,0.038
ZFOS12,ZFO,0.038,0.025,0.016,0.026,0.104,0.101,0.389,0.013,0.019,0.071,0.038,0.036,0.009,0.014,0.016,0.007,0.042,0.037
ZFOS13,ZFO,0.011,0.016,0.044,0.006,0.653,0.015,0.013,0.019,0.022,0.036,0.017,0.008,0.02,0.081,0.01,0.005,0.008,0.014
ZFOS14,ZFO,0.032,0.006,0.123,0.016,0.331,0.039,0.037,0.022,0.016,0.039,0.042,0.062,0.012,0.009,0.012,0.008,0.014,0.18
ZFOS15,ZFO,0.005,0.004,0.006,0.004,0.875,0.004,0.047,0.003,0.003,0.004,0.004,0.006,0.004,0.005,0.007,0.003,0.008,0.009
ZFOS16,ZFO,0.062,0.013,0.043,0.01,0.579,0.006,0.009,0.017,0.033,0.027,0.017,0.016,0.078,0.041,0.013,0.009,0.008,0.02
ZFOS17,ZFO,0.005,0.004,0.008,0.008,0.899,0.008,0.006,0.006,0.004,0.004,0.004,0.006,0.003,0.006,0.012,0.005,0.005,0.007
ZFOS18,ZFO,0.009,0.004,0.016,0.007,0.854,0.007,0.008,0.005,0.007,0.008,0.008,0.016,0.009,0.006,0.017,0.003,0.011,0.007
ZFOS19,ZFO,0.003,0.004,0.005,0.005,0.924,0.008,0.007,0.004,0.004,0.004,0.005,0.004,0.003,0.004,0.004,0.003,0.006,0.005
ZFOS20,ZFO,0.01,0.011,0.006,0.007,0.843,0.004,0.008,0.008,0.008,0.008,0.005,0.01,0.011,0.015,0.006,0.01,0.008,0.022
ZFOS21,ZFO,0.043,0.009,0.028,0.006,0.709,0.004,0.012,0.017,0.031,0.028,0.02,0.008,0.05,0.012,0.007,0.005,0.005,0.007
ZFOS22,ZFO,0.009,0.014,0.023,0.006,0.819,0.013,0.014,0.008,0.012,0.015,0.013,0.008,0.01,0.013,0.003,0.01,0.007,0.003
ZFOS23,ZFO,0.003,0.003,0.004,0.015,0.592,0.009,0.008,0.002,0.003,0.003,0.004,0.006,0.003,0.003,0.006,0.002,0.015,0.318
ZFOS24,ZFO,0.004,0.003,0.009,0.004,0.9,0.005,0.01,0.004,0.004,0.006,0.007,0.015,0.006,0.004,0.005,0.003,0.007,0.003
ZFOS25,ZFO,0.013,0.007,0.199,0.005,0.293,0.014,0.011,0.027,0.017,0.054,0.121,0.069,0.014,0.1,0.017,0.015,0.011,0.011
ZFOS26,ZFO,0.069,0.014,0.217,0.005,0.231,0.007,0.014,0.068,0.034,0.096,0.07,0.025,0.044,0.058,0.015,0.007,0.011,0.013
ZFOS27,ZFO,0.09,0.027,0.012,0.006,0.664,0.004,0.022,0.023,0.025,0.024,0.011,0.018,0.025,0.021,0.007,0.008,0.006,0.007
ZFOS28,ZFO,0.019,0.004,0.025,0.015,0.765,0.01,0.01,0.012,0.016,0.014,0.018,0.01,0.015,0.008,0.03,0.004,0.011,0.016
ZFOS29,ZFO,0.019,0.012,0.006,0.018,0.775,0.005,0.015,0.014,0.013,0.013,0.01,0.016,0.014,0.013,0.006,0.013,0.008,0.033
ZFOS30,ZFO,0.015,0.009,0.02,0.005,0.784,0.008,0.016,0.023,0.02,0.015,0.01,0.003,0.018,0.026,0.006,0.012,0.003,0.006
ZFOS31,ZFO,0.019,0.01,0.1,0.005,0.263,0.149,0.114,0.101,0.029,0.026,0.021,0.008,0.014,0.034,0.005,0.029,0.006,0.066
ZFOS32,ZFO,0.013,0.01,0.023,0.005,0.711,0.006,0.003,0.034,0.015,0.028,0.019,0.008,0.031,0.052,0.01,0.008,0.006,0.017
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFPB01,ZFBP,0.003,0.003,0.002,0.936,0.004,0.003,0.005,0.003,0.003,0.003,0.005,0.005,0.002,0.004,0.004,0.004,0.008,0.004
ZFPB02,ZFBP,0.005,0.005,0.004,0.878,0.005,0.007,0.004,0.009,0.008,0.009,0.012,0.004,0.005,0.012,0.003,0.022,0.007,0.003
ZFPB03,ZFBP,0.028,0.009,0.004,0.856,0.007,0.003,0.012,0.016,0.006,0.005,0.008,0.021,0.003,0.004,0.003,0.004,0.006,0.005
ZFPB05,ZFBP,0.004,0.003,0.003,0.932,0.003,0.004,0.004,0.005,0.005,0.005,0.007,0.003,0.003,0.004,0.002,0.006,0.005,0.003
ZFPB06,ZFBP,0.006,0.005,0.003,0.924,0.007,0.002,0.011,0.004,0.003,0.003,0.003,0.004,0.002,0.003,0.004,0.003,0.007,0.004
ZFPB07,ZFBP,0.007,0.006,0.003,0.899,0.004,0.004,0.003,0.014,0.01,0.01,0.007,0.002,0.008,0.006,0.002,0.008,0.004,0.003
ZFPB08,ZFBP,0.013,0.011,0.004,0.886,0.008,0.003,0.007,0.011,0.007,0.007,0.005,0.005,0.005,0.006,0.004,0.008,0.008,0.004
ZFPB10,ZFBP,0.004,0.003,0.003,0.925,0.004,0.004,0.005,0.006,0.005,0.004,0.007,0.008,0.003,0.003,0.003,0.003,0.007,0.005
ZFPB11,ZFBP,0.003,0.003,0.004,0.931,0.006,0.006,0.005,0.006,0.004,0.004,0.004,0.002,0.003,0.003,0.003,0.005,0.005,0.002
ZFPB12,ZFBP,0.003,0.003,0.003,0.928,0.004,0.005,0.005,0.004,0.004,0.004,0.006,0.004,0.003,0.004,0.003,0.006,0.008,0.003
ZFPB13,ZFBP,0.007,0.005,0.002,0.916,0.003,0.003,0.003,0.005,0.006,0.006,0.008,0.005,0.005,0.007,0.003,0.006,0.006,0.005
ZFPB14,ZFBP,0.007,0.006,0.003,0.899,0.004,0.004,0.003,0.011,0.011,0.009,0.007,0.002,0.007,0.007,0.002,0.009,0.005,0.003
ZFPB15,ZFBP,0.017,0.012,0.004,0.88,0.006,0.003,0.005,0.014,0.009,0.008,0.006,0.004,0.007,0.006,0.003,0.008,0.005,0.003
ZFPB17,ZFBP,0.003,0.003,0.003,0.941,0.004,0.004,0.005,0.004,0.003,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.007,0.003
ZFPB18,ZFBP,0.004,0.003,0.003,0.93,0.005,0.005,0.004,0.008,0.005,0.005,0.005,0.002,0.004,0.003,0.002,0.005,0.004,0.002
ZFPB19,ZFBP,0.013,0.012,0.003,0.898,0.007,0.003,0.008,0.006,0.005,0.006,0.004,0.005,0.004,0.004,0.004,0.004,0.007,0.006
ZFPB20,ZFBP,0.003,0.003,0.002,0.952,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.003,0.002,0.004,0.003
ZFPB21,ZFBP,0.019,0.011,0.003,0.9,0.004,0.002,0.005,0.008,0.007,0.006,0.004,0.004,0.005,0.005,0.003,0.005,0.005,0.004
ZFPB22,ZFBP,0.003,0.003,0.002,0.951,0.003,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.005,0.003
ZFPB23,ZFBP,0.006,0.006,0.003,0.919,0.004,0.004,0.004,0.006,0.006,0.006,0.004,0.003,0.005,0.005,0.003,0.005,0.007,0.004
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFSF01,ZFSF,0.005,0.003,0.006,0.003,0.006,0.168,0.005,0.004,0.004,0.005,0.004,0.005,0.006,0.005,0.035,0.002,0.064,0.67
ZFSF02,ZFSF,0.011,0.006,0.026,0.006,0.008,0.382,0.007,0.009,0.014,0.013,0.011,0.006,0.044,0.014,0.013,0.005,0.029,0.397
ZFSF03,ZFSF,0.007,0.005,0.009,0.014,0.004,0.175,0.006,0.005,0.006,0.007,0.006,0.004,0.01,0.009,0.02,0.004,0.076,0.633
ZFSF04,ZFSF,0.011,0.014,0.019,0.006,0.007,0.066,0.038,0.01,0.015,0.011,0.005,0.003,0.012,0.033,0.028,0.01,0.006,0.705
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFSW101,ZFSW1,0.01,0.009,0.01,0.036,0.004,0.007,0.009,0.013,0.047,0.019,0.008,0.004,0.152,0.242,0.295,0.004,0.016,0.114
ZFSW102,ZFSW1,0.008,0.006,0.007,0.015,0.011,0.018,0.055,0.012,0.037,0.009,0.005,0.003,0.024,0.052,0.387,0.009,0.007,0.334
ZFSW103,ZFSW1,0.006,0.018,0.014,0.006,0.005,0.009,0.01,0.011,0.011,0.017,0.026,0.007,0.038,0.016,0.756,0.008,0.008,0.034
ZFSW104,ZFSW1,0.006,0.007,0.025,0.008,0.009,0.021,0.012,0.018,0.015,0.014,0.01,0.003,0.019,0.037,0.018,0.011,0.007,0.763
ZFSW105,ZFSW1,0.007,0.008,0.005,0.005,0.005,0.007,0.007,0.009,0.052,0.009,0.004,0.004,0.065,0.356,0.098,0.006,0.006,0.348
ZFSW106,ZFSW1,0.007,0.06,0.004,0.021,0.009,0.038,0.003,0.011,0.022,0.016,0.021,0.011,0.019,0.02,0.467,0.053,0.084,0.135
ZFSW107,ZFSW1,0.008,0.006,0.007,0.092,0.004,0.007,0.034,0.014,0.017,0.008,0.005,0.003,0.01,0.027,0.721,0.006,0.006,0.025
ZFSW108,ZFSW1,0.003,0.003,0.004,0.012,0.005,0.005,0.004,0.003,0.003,0.003,0.002,0.003,0.004,0.004,0.905,0.003,0.009,0.026
ZFSW109,ZFSW1,0.002,0.008,0.003,0.01,0.011,0.004,0.003,0.003,0.004,0.003,0.005,0.005,0.008,0.006,0.883,0.007,0.004,0.032
ZFSW110,ZFSW1,0.006,0.014,0.007,0.02,0.005,0.015,0.018,0.014,0.019,0.011,0.017,0.005,0.064,0.018,0.65,0.01,0.006,0.1
ZFSW111,ZFSW1,0.008,0.007,0.008,0.098,0.011,0.007,0.011,0.009,0.085,0.011,0.005,0.004,0.127,0.343,0.204,0.006,0.008,0.047
ZFSW112,ZFSW1,0.01,0.011,0.006,0.004,0.022,0.005,0.009,0.014,0.034,0.013,0.005,0.005,0.034,0.081,0.721,0.007,0.005,0.012
ZFSW113,ZFSW1,0.02,0.014,0.024,0.008,0.008,0.053,0.006,0.014,0.057,0.065,0.029,0.005,0.096,0.052,0.052,0.004,0.02,0.473
ZFSW114,ZFSW1,0.006,0.008,0.015,0.006,0.007,0.009,0.005,0.009,0.012,0.009,0.005,0.003,0.026,0.058,0.783,0.007,0.005,0.028
ZFSW115,ZFSW1,0.005,0.007,0.01,0.003,0.008,0.039,0.008,0.008,0.025,0.008,0.005,0.003,0.029,0.113,0.185,0.029,0.054,0.46
ZFSW116,ZFSW1,0.018,0.015,0.006,0.059,0.007,0.033,0.021,0.04,0.165,0.027,0.009,0.004,0.028,0.118,0.127,0.008,0.016,0.298
ZFSW117,ZFSW1,0.007,0.038,0.006,0.041,0.011,0.056,0.012,0.027,0.074,0.026,0.034,0.006,0.055,0.048,0.272,0.021,0.013,0.254
ZFSW119,ZFSW1,0.003,0.003,0.004,0.005,0.019,0.042,0.012,0.003,0.007,0.003,0.003,0.003,0.008,0.012,0.615,0.003,0.006,0.25
ZFSW120,ZFSW1,0.003,0.002,0.002,0.012,0.004,0.031,0.006,0.003,0.003,0.003,0.002,0.002,0.003,0.003,0.046,0.002,0.005,0.867
ZFSW121,ZFSW1,0.005,0.006,0.009,0.01,0.01,0.145,0.01,0.008,0.046,0.007,0.004,0.002,0.04,0.088,0.142,0.02,0.005,0.441
ZFSW122,ZFSW1,0.004,0.027,0.003,0.011,0.006,0.005,0.005,0.008,0.005,0.008,0.016,0.013,0.016,0.007,0.033,0.012,0.006,0.814
ZFSW123,ZFSW1,0.004,0.006,0.003,0.017,0.005,0.004,0.004,0.004,0.006,0.004,0.003,0.003,0.006,0.009,0.437,0.003,0.012,0.47
ZFSW124,ZFSW1,0.004,0.004,0.004,0.005,0.009,0.005,0.008,0.004,0.005,0.004,0.003,0.004,0.005,0.008,0.02,0.003,0.007,0.898
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFSW201,ZFSW2,0.004,0.003,0.004,0.02,0.005,0.006,0.007,0.003,0.003,0.003,0.003,0.004,0.003,0.003,0.831,0.003,0.01,0.085
ZFSW202,ZFSW2,0.003,0.003,0.003,0.006,0.006,0.01,0.008,0.005,0.004,0.003,0.002,0.003,0.003,0.004,0.91,0.003,0.004,0.018
ZFSW203,ZFSW2,0.003,0.003,0.003,0.011,0.009,0.006,0.006,0.003,0.003,0.003,0.002,0.003,0.003,0.005,0.904,0.003,0.007,0.024
ZFSW204,ZFSW2,0.003,0.003,0.004,0.009,0.006,0.006,0.018,0.004,0.005,0.003,0.003,0.003,0.003,0.004,0.908,0.003,0.006,0.009
ZFSW205,ZFSW2,0.004,0.003,0.007,0.004,0.003,0.004,0.003,0.005,0.004,0.006,0.004,0.004,0.005,0.005,0.919,0.002,0.005,0.014
ZFSW206,ZFSW2,0.003,0.003,0.004,0.003,0.004,0.005,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.003,0.939,0.003,0.006,0.004
ZFSW207,ZFSW2,0.003,0.007,0.003,0.003,0.004,0.004,0.004,0.003,0.003,0.003,0.006,0.006,0.004,0.003,0.928,0.004,0.005,0.007
ZFSW208,ZFSW2,0.004,0.003,0.004,0.005,0.004,0.005,0.004,0.004,0.004,0.004,0.003,0.004,0.004,0.004,0.928,0.003,0.006,0.005
ZFSW209,ZFSW2,0.004,0.003,0.004,0.004,0.004,0.01,0.004,0.003,0.004,0.004,0.003,0.004,0.004,0.004,0.867,0.01,0.057,0.01
ZFSW210,ZFSW2,0.004,0.008,0.004,0.004,0.005,0.005,0.005,0.005,0.005,0.006,0.011,0.013,0.007,0.004,0.899,0.005,0.005,0.005
ZFSW211,ZFSW2,0.006,0.003,0.006,0.003,0.003,0.006,0.005,0.004,0.005,0.006,0.005,0.006,0.006,0.004,0.917,0.002,0.008,0.005
ZFSW212,ZFSW2,0.004,0.003,0.005,0.003,0.004,0.005,0.004,0.004,0.004,0.004,0.004,0.005,0.004,0.004,0.933,0.003,0.004,0.005
ZFSW213,ZFSW2,0.003,0.003,0.004,0.003,0.005,0.004,0.005,0.003,0.004,0.003,0.003,0.004,0.003,0.005,0.937,0.003,0.004,0.005
ZFSW214,ZFSW2,0.004,0.003,0.004,0.003,0.007,0.005,0.003,0.003,0.005,0.003,0.003,0.003,0.005,0.006,0.931,0.003,0.004,0.005
ZFSW215,ZFSW2,0.003,0.003,0.003,0.005,0.005,0.004,0.003,0.003,0.004,0.003,0.003,0.003,0.004,0.008,0.928,0.003,0.004,0.011
ZFSW216,ZFSW2,0.004,0.003,0.006,0.003,0.004,0.004,0.005,0.004,0.004,0.005,0.005,0.005,0.005,0.003,0.927,0.002,0.005,0.005
ZFSW217,ZFSW2,0.003,0.003,0.004,0.004,0.007,0.005,0.004,0.003,0.004,0.003,0.003,0.004,0.004,0.005,0.927,0.003,0.004,0.01
ZFSW218,ZFSW2,0.003,0.003,0.005,0.003,0.004,0.004,0.004,0.003,0.004,0.004,0.003,0.004,0.004,0.004,0.938,0.002,0.004,0.005
ZFSW219,ZFSW2,0.005,0.003,0.005,0.006,0.007,0.006,0.023,0.005,0.006,0.004,0.004,0.004,0.004,0.004,0.896,0.003,0.011,0.005
ZFSW220,ZFSW2,0.003,0.003,0.003,0.01,0.005,0.005,0.006,0.003,0.004,0.003,0.003,0.004,0.003,0.004,0.922,0.003,0.01,0.006
ZFSW221,ZFSW2,0.005,0.003,0.005,0.004,0.004,0.006,0.005,0.004,0.004,0.005,0.004,0.006,0.005,0.004,0.922,0.003,0.006,0.005
ZFSW222,ZFSW2,0.003,0.003,0.003,0.004,0.003,0.007,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.935,0.002,0.003,0.014
ZFSW223,ZFSW2,0.003,0.003,0.003,0.01,0.006,0.005,0.006,0.004,0.004,0.003,0.002,0.003,0.003,0.004,0.923,0.003,0.01,0.005
ZFSW224,ZFSW2,0.005,0.003,0.004,0.004,0.005,0.006,0.005,0.004,0.005,0.004,0.004,0.005,0.004,0.005,0.925,0.003,0.006,0.004
ZFSW225,ZFSW2,0.004,0.003,0.006,0.006,0.004,0.005,0.004,0.004,0.003,0.004,0.003,0.005,0.004,0.003,0.923,0.003,0.007,0.009
ZFSW226,ZFSW2,0.012,0.013,0.004,0.011,0.005,0.004,0.004,0.007,0.009,0.009,0.004,0.007,0.01,0.014,0.847,0.007,0.006,0.028
ZFSW227,ZFSW2,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.939,0.002,0.004,0.006
ZFSW229,ZFSW2,0.003,0.003,0.005,0.004,0.003,0.004,0.004,0.003,0.003,0.004,0.003,0.004,0.004,0.003,0.935,0.002,0.005,0.007
ZFSW230,ZFSW2,0.016,0.007,0.008,0.005,0.005,0.004,0.004,0.011,0.018,0.008,0.009,0.003,0.016,0.011,0.862,0.003,0.004,0.006
ZFSW231,ZFSW2,0.004,0.003,0.004,0.004,0.004,0.005,0.004,0.004,0.004,0.004,0.003,0.004,0.004,0.004,0.931,0.002,0.006,0.006
ZFSW232,ZFSW2,0.004,0.003,0.005,0.004,0.003,0.01,0.003,0.005,0.004,0.004,0.003,0.004,0.004,0.006,0.902,0.003,0.004,0.027
ZFSW233,ZFSW2,0.006,0.006,0.009,0.015,0.004,0.01,0.007,0.005,0.009,0.007,0.005,0.003,0.011,0.012,0.865,0.006,0.011,0.008
ZFSW234,ZFSW2,0.002,0.003,0.003,0.005,0.004,0.003,0.003,0.003,0.003,0.002,0.002,0.003,0.003,0.003,0.944,0.003,0.004,0.006
ZFSW235,ZFSW2,0.004,0.003,0.005,0.005,0.006,0.007,0.009,0.006,0.005,0.004,0.003,0.004,0.004,0.005,0.911,0.004,0.006,0.008
ZFSW236,ZFSW2,0.003,0.003,0.004,0.003,0.005,0.004,0.003,0.003,0.003,0.003,0.003,0.004,0.003,0.004,0.942,0.003,0.003,0.005
ZFSW237,ZFSW2,0.004,0.003,0.004,0.004,0.011,0.006,0.007,0.003,0.005,0.003,0.003,0.004,0.004,0.007,0.912,0.004,0.007,0.009
ZFSW238,ZFSW2,0.004,0.005,0.011,0.009,0.039,0.049,0.014,0.014,0.009,0.008,0.007,0.003,0.005,0.015,0.747,0.023,0.029,0.01
ZFSW239,ZFSW2,0.013,0.005,0.009,0.013,0.004,0.003,0.003,0.01,0.011,0.008,0.008,0.003,0.015,0.007,0.871,0.003,0.004,0.01
ZFSW240,ZFSW2,0.003,0.003,0.004,0.007,0.004,0.004,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.934,0.002,0.005,0.01
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFTS01,ZFTS,0.007,0.004,0.004,0.914,0.002,0.004,0.004,0.004,0.006,0.006,0.005,0.003,0.008,0.004,0.004,0.003,0.008,0.007
ZFTS02,ZFTS,0.011,0.007,0.009,0.814,0.006,0.016,0.039,0.011,0.011,0.008,0.004,0.004,0.006,0.011,0.017,0.009,0.006,0.012
ZFTS03,ZFTS,0.008,0.005,0.006,0.839,0.008,0.014,0.021,0.008,0.008,0.006,0.004,0.004,0.005,0.008,0.025,0.006,0.006,0.019
ZFTS04,ZFTS,0.005,0.004,0.004,0.916,0.005,0.007,0.007,0.005,0.005,0.004,0.002,0.003,0.003,0.005,0.007,0.004,0.004,0.011
ZFTS05,ZFTS,0.01,0.007,0.007,0.785,0.006,0.01,0.075,0.007,0.009,0.009,0.006,0.004,0.008,0.007,0.019,0.005,0.012,0.012
ZFTS07,ZFTS,0.003,0.003,0.003,0.939,0.003,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.006,0.003,0.005,0.005
ZFTS08,ZFTS,0.005,0.004,0.004,0.855,0.009,0.01,0.008,0.005,0.006,0.004,0.003,0.004,0.004,0.005,0.029,0.004,0.009,0.033
ZFTS09,ZFTS,0.005,0.002,0.004,0.893,0.004,0.008,0.004,0.003,0.004,0.004,0.004,0.003,0.005,0.003,0.026,0.002,0.014,0.013
ZFTS10,ZFTS,0.005,0.004,0.011,0.775,0.005,0.01,0.043,0.007,0.005,0.009,0.005,0.005,0.007,0.006,0.028,0.004,0.012,0.061
ZFTS11,ZFTS,0.004,0.003,0.005,0.898,0.004,0.008,0.007,0.004,0.005,0.005,0.004,0.004,0.004,0.004,0.013,0.003,0.013,0.013
ZFTS12,ZFTS,0.006,0.005,0.005,0.873,0.014,0.008,0.013,0.007,0.006,0.005,0.004,0.006,0.004,0.006,0.016,0.007,0.007,0.008
ZFTS14,ZFTS,0.005,0.005,0.004,0.91,0.005,0.009,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.005,0.009,0.006,0.005,0.005
ZFTS15,ZFTS,0.007,0.003,0.006,0.906,0.002,0.007,0.01,0.004,0.006,0.007,0.006,0.004,0.006,0.003,0.007,0.003,0.008,0.005
ZFTS16,ZFTS,0.011,0.008,0.009,0.646,0.005,0.007,0.061,0.011,0.009,0.017,0.006,0.006,0.015,0.012,0.021,0.005,0.012,0.14
ZFTS17,ZFTS,0.006,0.003,0.016,0.827,0.005,0.01,0.01,0.008,0.005,0.012,0.008,0.011,0.008,0.006,0.032,0.003,0.012,0.018
ZFTS18,ZFTS,0.005,0.004,0.004,0.835,0.01,0.009,0.014,0.005,0.006,0.004,0.003,0.004,0.004,0.006,0.05,0.004,0.006,0.027
ZFTS19,ZFTS,0.003,0.003,0.004,0.277,0.006,0.006,0.008,0.004,0.003,0.004,0.003,0.004,0.003,0.004,0.311,0.003,0.007,0.347
ZFTS20,ZFTS,0.005,0.005,0.005,0.822,0.013,0.013,0.011,0.005,0.006,0.005,0.004,0.005,0.004,0.007,0.056,0.004,0.009,0.021
ZFTS21,ZFTS,0.003,0.003,0.003,0.928,0.004,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.008,0.003,0.006,0.01
ZFTS22,ZFTS,0.003,0.004,0.003,0.887,0.009,0.009,0.006,0.004,0.004,0.003,0.003,0.005,0.003,0.004,0.019,0.004,0.01,0.021
ZFTS23,ZFTS,0.007,0.006,0.006,0.865,0.008,0.01,0.02,0.009,0.009,0.006,0.004,0.004,0.005,0.008,0.012,0.007,0.005,0.008
ZFTS24,ZFTS,0.006,0.004,0.004,0.864,0.011,0.007,0.02,0.006,0.006,0.005,0.003,0.004,0.004,0.006,0.024,0.005,0.005,0.016
ZFTS25,ZFTS,0.008,0.003,0.014,0.84,0.002,0.009,0.005,0.006,0.006,0.014,0.008,0.006,0.013,0.004,0.028,0.003,0.014,0.016
ZFTS26,ZFTS,0.003,0.003,0.004,0.319,0.004,0.005,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.46,0.003,0.006,0.168
ZFTS27,ZFTS,0.013,0.008,0.005,0.842,0.004,0.008,0.021,0.007,0.011,0.009,0.004,0.003,0.009,0.011,0.017,0.004,0.007,0.017
